1.155046105384826660e+00,-3.948190212249755859e-01,-1.817799925804138184e+00,3.557189702987670898e-01,1.678216457366943359e-01,1.295327782630920410e+00,3.751292824745178223e-01,-7.018430233001708984e-01,1.222674846649169922e-01,3.239076435565948486e-01
-1.437107324600219727e+00,1.128525376319885254e+00,1.387032389640808105e+00,-1.931141018867492676e+00,1.903591394424438477e+00,1.158962994813919067e-01,3.041228055953979492e-01,6.701094508171081543e-01,2.359960600733757019e-02,5.670593380928039551e-01
-8.163759708404541016e-01,1.244636297225952148e+00,-2.002472281455993652e-01,-8.359524607658386230e-02,-3.032052516937255859e-01,1.427936792373657227e+00,3.657255768775939941e-01,-1.375217080116271973e+00,-9.030300974845886230e-01,-7.692723274230957031e-01
-6.319099664688110352e-01,1.482081711292266846e-01,-1.883520364761352539e+00,-2.178190350532531738e-01,-9.421880841255187988e-01,-7.008833885192871094e-01,-1.412101238965988159e-01,-1.587618470191955566e+00,5.486024618148803711e-01,-2.334830045700073242e+00
-1.404990434646606445e+00,1.593999415636062622e-01,5.578354597091674805e-01,1.411949694156646729e-01,4.857342839241027832e-01,-1.548899710178375244e-01,7.412138581275939941e-01,2.847560346126556396e-01,5.703537464141845703e-01,2.668822705745697021e-01
-2.435293346643447876e-01,-1.062306761741638184e+00,-2.092184066772460938e+00,-7.597114443778991699e-01,-1.716958731412887573e-01,3.391236960887908936e-01,5.805472135543823242e-01,1.266462206840515137e+00,-7.068098783493041992e-01,8.373965620994567871e-01
4.128118753433227539e-01,-9.052110314369201660e-01,2.096553742885589600e-01,-4.647582471370697021e-01,1.029260456562042236e-01,-3.686289191246032715e-01,8.331812024116516113e-01,-1.209878444671630859e+00,1.356808185577392578e+00,9.698407649993896484e-01
1.328783154487609863e+00,5.834830999374389648e-01,6.416177153587341309e-01,-1.504729986190795898e+00,-1.286398470401763916e-01,9.976103156805038452e-02,1.028415799140930176e+00,-7.773827314376831055e-01,-1.373597025871276855e+00,-6.994981169700622559e-01
5.165134668350219727e-01,1.475390434265136719e+00,1.123636722564697266e+00,1.151952385902404785e+00,-4.745675623416900635e-01,-7.404492497444152832e-01,1.893507599830627441e+00,-1.216255664825439453e+00,1.309571862220764160e+00,7.792200446128845215e-01
3.195592761039733887e-01,8.977734446525573730e-01,-2.308129787445068359e+00,7.052668929100036621e-01,-1.847927808761596680e+00,-3.021045923233032227e-01,1.549901962280273438e-01,-6.671466827392578125e-01,-1.126836180686950684e+00,3.566210567951202393e-01
3.899713754653930664e-01,1.022580489516258240e-01,3.654943108558654785e-01,-1.456437349319458008e+00,-2.785369753837585449e-01,3.892039060592651367e-01,-3.130410313606262207e-01,7.268031835556030273e-01,2.732224225997924805e+00,-1.769905984401702881e-01
-2.558188736438751221e-01,2.678194940090179443e-01,-3.042534925043582916e-03,-1.116139665246009827e-01,5.442740917205810547e-01,-1.664094775915145874e-01,8.433761000633239746e-01,-4.863053262233734131e-01,2.187232971191406250e-01,-2.412175416946411133e+00
-1.219915866851806641e+00,-5.024109482765197754e-01,-1.458270788192749023e+00,-6.520875692367553711e-01,-1.108176589012145996e+00,-1.504967093467712402e+00,-2.213280946016311646e-01,8.752868175506591797e-01,-2.256317853927612305e+00,-9.499056339263916016e-01
1.087872385978698730e+00,1.319022942334413528e-02,1.773946046829223633e+00,-4.946222305297851562e-01,-1.044901371002197266e+00,-4.722016453742980957e-01,4.498469829559326172e-01,-4.117960035800933838e-01,1.331112384796142578e+00,9.122418761253356934e-01
7.820991426706314087e-02,-1.489893496036529541e-01,-3.770541548728942871e-01,-6.260691881179809570e-01,4.325004816055297852e-01,1.658874034881591797e+00,7.344511151313781738e-01,-1.413833498954772949e-01,2.097872644662857056e-01,1.737163424491882324e+00
7.926743626594543457e-01,1.044433116912841797e+00,1.822191715240478516e+00,-2.768679261207580566e-01,-9.758612513542175293e-02,-1.609532088041305542e-01,1.922743439674377441e+00,8.786122798919677734e-01,5.993981957435607910e-01,-4.307498931884765625e-01
-1.003885790705680847e-01,1.282018065452575684e+00,7.234681248664855957e-01,4.445758759975433350e-01,2.724031686782836914e+00,1.493923813104629517e-01,4.151518940925598145e-01,4.016839861869812012e-01,-6.910919398069381714e-02,2.729915678501129150e-01
-4.341980814933776855e-01,6.957851052284240723e-01,-9.768010973930358887e-01,-2.442286908626556396e-01,6.672023534774780273e-01,1.050385355949401855e+00,-1.068863868713378906e-01,1.137675523757934570e+00,8.144204616546630859e-01,-1.012209415435791016e+00
-4.637006223201751709e-01,3.072359323501586914e+00,-8.266522884368896484e-01,8.920550346374511719e-01,-3.406460881233215332e-01,3.881400823593139648e-01,1.644937396049499512e+00,4.402577877044677734e-01,-5.137379765510559082e-01,-4.204246103763580322e-01
-5.945727825164794922e-01,2.638725638389587402e-01,-4.702858626842498779e-02,-1.313383579254150391e+00,-5.908372402191162109e-01,6.072964072227478027e-01,-1.346315860748291016e+00,-3.348938226699829102e-01,-2.305197417736053467e-01,-1.420653343200683594e+00
2.120710760354995728e-01,7.655490040779113770e-01,-5.748010873794555664e-01,1.294042766094207764e-01,-3.577077388763427734e-01,-6.325590014457702637e-01,-4.871594905853271484e-01,-7.438389658927917480e-01,-8.377082943916320801e-01,-1.637776941061019897e-01
1.018197774887084961e+00,-2.043590307235717773e+00,5.287920236587524414e-01,1.624482512474060059e+00,2.947247922420501709e-01,-5.729758739471435547e-01,-1.350801229476928711e+00,-4.484421908855438232e-01,3.696331381797790527e-01,2.392889466136693954e-03
9.839952588081359863e-01,-3.048716783523559570e-01,-6.346426159143447876e-02,3.480061888694763184e-01,-6.131018325686454773e-02,8.331083655357360840e-01,2.112282440066337585e-02,-2.092891454696655273e+00,8.762348294258117676e-01,-4.402151405811309814e-01
-1.392281293869018555e+00,-2.585569918155670166e-01,-1.388062119483947754e+00,5.743728280067443848e-01,3.965141773223876953e-01,9.835939854383468628e-02,2.056966304779052734e+00,2.211824655532836914e-01,1.842105150222778320e+00,-1.875501632690429688e+00
-2.562509775161743164e-01,-2.595104277133941650e-01,4.991941154003143311e-01,1.669939160346984863e+00,-1.166527509689331055e+00,1.530584812164306641e+00,-1.091331362724304199e+00,-1.752051472663879395e+00,4.066168367862701416e-01,1.329945683479309082e+00
-7.114575803279876709e-02,4.665849730372428894e-03,-3.853321075439453125e-01,1.637060165405273438e+00,-8.314360678195953369e-02,1.447290033102035522e-01,-5.527145862579345703e-01,1.429176032543182373e-01,1.188772559165954590e+00,-6.350688338279724121e-01
7.778140902519226074e-01,-3.623538315296173096e-01,-1.011456131935119629e+00,-1.073262095451354980e+00,3.097148537635803223e-01,9.339306950569152832e-01,1.376533389091491699e+00,4.018068611621856689e-01,1.484788488596677780e-02,1.525763392448425293e+00
6.075857281684875488e-01,-4.521344900131225586e-01,3.791816532611846924e-01,-1.659015178680419922e+00,-5.647739768028259277e-01,1.107255935668945312e+00,6.734265089035034180e-01,-1.272356808185577393e-01,5.321447849273681641e-01,2.048755884170532227e+00
-7.696794271469116211e-01,-3.618790209293365479e-01,3.428410589694976807e-01,4.770484566688537598e-01,7.518892288208007812e-01,7.685793638229370117e-01,4.082004725933074951e-01,9.946604967117309570e-01,8.231958150863647461e-01,-7.839745283126831055e-01
-1.835179805755615234e+00,1.894577741622924805e-01,4.378863275051116943e-01,-1.868584156036376953e+00,3.721088171005249023e-01,2.656294107437133789e-01,-1.395870447158813477e+00,2.263626575469970703e+00,1.216435194015502930e+00,2.857262849807739258e+00
-1.721639752388000488e+00,1.467889398336410522e-01,-7.142791152000427246e-02,7.219187021255493164e-01,2.225545644760131836e+00,1.002066135406494141e+00,4.800851643085479736e-01,3.672643303871154785e-01,8.262759447097778320e-01,-8.491559624671936035e-01
-1.277666091918945312e-01,6.349420547485351562e-01,3.847940266132354736e-01,1.028558254241943359e+00,8.177712559700012207e-02,-1.220006197690963745e-01,1.213890790939331055e+00,6.216814517974853516e-01,8.587461709976196289e-02,-3.421976864337921143e-01
-9.475945234298706055e-01,-7.491202950477600098e-01,9.315640330314636230e-01,-3.361571133136749268e-01,-8.148840814828872681e-02,9.069503545761108398e-01,4.606321752071380615e-01,-3.192397952079772949e-01,3.655415773391723633e-01,-1.194686293601989746e+00
1.188084244728088379e+00,-4.161728322505950928e-01,-8.502128720283508301e-01,-1.042633771896362305e+00,2.419286035001277924e-02,1.767758965492248535e+00,-9.424916505813598633e-01,8.592038750648498535e-01,-7.955426722764968872e-02,4.501681923866271973e-01
-1.361255645751953125e-01,-8.877889513969421387e-01,-2.283283770084381104e-01,1.084881782531738281e+00,-5.865507721900939941e-01,-6.238437891006469727e-01,6.474798321723937988e-01,-3.804414272308349609e-01,3.370410203933715820e-01,-5.059388279914855957e-01
-7.902748584747314453e-01,-8.500108867883682251e-02,-2.026356220245361328e+00,2.057220935821533203e-01,-1.388943314552307129e+00,5.690248683094978333e-02,7.042451500892639160e-01,6.211808323860168457e-01,2.125436663627624512e-01,-8.940844535827636719e-01
5.216790437698364258e-01,1.293218970298767090e+00,-4.568682312965393066e-01,7.833327054977416992e-01,1.489539444446563721e-02,-5.654023885726928711e-01,8.752251267433166504e-01,2.083016633987426758e+00,-7.427318692207336426e-01,-1.150868177413940430e+00
-5.303540825843811035e-01,2.143883466720581055e+00,-1.313487887382507324e+00,-6.188757419586181641e-01,-9.577712044119834900e-03,-4.772466123104095459e-01,-1.188710808753967285e+00,-1.856512546539306641e+00,6.148095130920410156e-01,-1.781162172555923462e-01
